"PKey","Name","ProjectId","FunctionId","TemplateId","IsTemplate","P1Type","P1Const","P1Pid","P2Type","P2Const","P2Pid","P3Type","P3Const","P3Pid","P4Type","P4Const","P4Pid","P5Type","P5Const","P5Pid","P6Type","P6Const","P6Pid","P7Type","P7Const","P7Pid","P8Type","P8Const","P8Pid"
"748","06445e80-785e-41ff-8478-ae71b5783c7b","0","34","","0","0","0","NEW05A,KVAR_A:A","0","0","NEW05A,KVAR_A_STATUS:S","0","0","NEW05A,PRI_KVAR_A:A","0","0","NEW05A,CHK_KVAR_A:A","0","0","","0","0","","0","0","","0","0",""
"749","ad3fe3b9-be01-4ac7-9aed-82d7ba3cbcd2","0","34","","0","0","0","WES01,KVAR_A:A","0","0","WES01,KVAR_A_STATUS:S","0","0","WES01,PRI_KVAR_A:A","0","0","WES01,CHK_KVAR_A:A","0","0","","0","0","","0","0","","0","0",""
"750","0dd28d74-ff99-4e7f-830a-ce512737132e","0","34","","0","0","0","NEW05A,KVAR_B:A","0","0","NEW05A,KVAR_B_STATUS:S","0","0","NEW05A,PRI_KVAR_B:A","0","0","NEW05A,CHK_KVAR_B:A","0","0","","0","0","","0","0","","0","0",""
"751","9a82d09e-2750-45ef-b300-a7af5d7bb792","0","34","","0","0","0","NEW05A,KVAR_C:A","0","0","NEW05A,KVAR_C_STATUS:S","0","0","NEW05A,PRI_KVAR_C:A","0","0","NEW05A,CHK_KVAR_C:A","0","0","","0","0","","0","0","","0","0",""
"752","1d4d8867-1ff2-40b1-895e-56791621f1d3","0","34","","0","0","0","NEW05A,V:A","0","0","NEW05A,V_STATUS:S","0","0","NEW05A,PRI_V:A","0","0","NEW05A,CHK_V:A","0","0","","0","0","","0","0","","0","0",""
"753","ea1d8ed2-7f61-4b56-ad42-7273c0412843","0","34","","0","0","0","UNI06,A_N:A","0","0","UNI06,A_N_STATUS:S","0","0","UNI06,PRI_A_N:A","0","0","UNI06,CHK_A_N:A","0","0","","0","0","","0","0","","0","0",""
"754","4766f176-abe6-4e72-bb87-63c0f74351c7","0","34","","0","0","0","NEW05A,V_A:A","0","0","NEW05A,V_A_STATUS:S","0","0","NEW05A,PRI_V_A:A","0","0","NEW05A,CHK_V_A:A","0","0","","0","0","","0","0","","0","0",""
"755","2afc81e3-b3ce-4713-b82f-b6116e2d4a0c","0","34","","0","0","0","NEW05A,V_B:A","0","0","NEW05A,V_B_STATUS:S","0","0","NEW05A,PRI_V_B:A","0","0","NEW05A,CHK_V_B:A","0","0","","0","0","","0","0","","0","0",""
"756","3213befb-4129-4b3f-b187-f692bd214800","0","","KVAR_PF_PERPHASE","1","0","0","EAS06,CHK_KW_A:A","0","0","EAS06,CHK_V_A:A","0","0","EAS06,CHK_A_A:A","0","0","","0","0","EAS06,CHK_PF_A:A","0","0","EAS06,CHK_KVAR_A:A","0","0","","0","0",""
"757","ed02c781-7af2-424a-bdc2-af1387b5c218","0","34","","0","0","0","NEW05A,V_C:A","0","0","NEW05A,V_C_STATUS:S","0","0","NEW05A,PRI_V_C:A","0","0","NEW05A,CHK_V_C:A","0","0","","0","0","","0","0","","0","0",""
"758","0451bd2c-9feb-4f06-a697-a57fd2e478c0","0","34","","0","0","0","NEW05A,A:A","0","0","NEW05A,A_STATUS:S","0","0","NEW05A,PRI_A:A","0","0","NEW05A,CHK_A:A","0","0","","0","0","","0","0","","0","0",""
"759","9b7b402e-8f88-4ba4-b3f1-bc1cfbd92d27","0","34","","0","0","0","NEW05A,A_A:A","0","0","NEW05A,A_A_STATUS:S","0","0","NEW05A,PRI_A_A:A","0","0","NEW05A,CHK_A_A:A","0","0","","0","0","","0","0","","0","0",""
"760","ee00a6f5-bb2e-4d86-8a10-1c4a12c04d81","0","34","","0","0","0","NEW05A,A_B:A","0","0","NEW05A,A_B_STATUS:S","0","0","NEW05A,PRI_A_B:A","0","0","NEW05A,CHK_A_B:A","0","0","","0","0","","0","0","","0","0",""
"761","ff95c60e-59da-4512-83e5-af8bfa4310ef","0","34","","0","0","0","ROC06,V_B:A","0","0","ROC06,V_B_STATUS:S","0","0","ROC06,PRI_V_B:A","0","0","ROC06,CHK_V_B:A","0","0","","0","0","","0","0","","0","0",""
"762","a92b00a0-1d93-4d5e-85d5-a7366b0d20b5","0","34","","0","0","0","NEW05A,A_C:A","0","0","NEW05A,A_C_STATUS:S","0","0","NEW05A,PRI_A_C:A","0","0","NEW05A,CHK_A_C:A","0","0","","0","0","","0","0","","0","0",""
"763","260f2449-9c26-4b87-aa3b-4a2ffec947e8","0","34","","0","0","0","NEW05A,A_N:A","0","0","NEW05A,A_N_STATUS:S","0","0","NEW05A,PRI_A_N:A","0","0","NEW05A,CHK_A_N:A","0","0","","0","0","","0","0","","0","0",""
"764","cfe66dca-7357-473f-b81e-ed7b125f8289","0","31","","0","0","0","NEW05A,PRI_KW_COMP:A","0","0","NEW05A,PRI_V:A","0","0","NEW05A,PRI_KVAR_COMP:A","0","0","","0","0","NEW05A,PRI_PF:A","0","0","","0","0","","0","0",""
"765","402ae723-c7d9-4587-9a0e-781f8848d983","0","31","","0","0","0","NEW05A,CHK_KW_COMP:A","0","0","NEW05A,CHK_V:A","0","0","NEW05A,CHK_KVAR_COMP:A","0","0","","0","0","NEW05A,CHK_PF:A","0","0","","0","0","","0","0",""
"766","11cf78c5-ac66-49ff-8469-52eb1d3ddfe9","0","34","","0","0","0","EAS03,KW:A","0","0","EAS03,KW_STATUS:S","0","0","EAS03,PRI_KW:A","0","0","EAS03,CHK_KW:A","0","0","","0","0","","0","0","","0","0",""
"767","051c6075-a5d5-4867-b6a0-707ccff4523f","0","34","","0","0","0","GRE03A,KW_C:A","0","0","GRE03A,KW_C_STATUS:S","0","0","GRE03A,PRI_KW_C:A","0","0","GRE03A,CHK_KW_C:A","0","0","","0","0","","0","0","","0","0",""
"768","344ae095-3346-4b62-a7d9-9dadc1b711ff","0","34","","0","0","0","NEW05A,PF:A","0","0","NEW05A,PF_STATUS:S","0","0","NEW05A,PRI_PF:A","0","0","NEW05A,CHK_PF:A","0","0","","0","0","","0","0","","0","0",""
"769","2692783c-456f-4237-adc2-99ab8db2417b","0","3","","0","0","0","NEW05A,PF_100:A","0","0","NEW05A,PF:A","1","100","","0","0","","0","0","","0","0","","0","0","","0","0",""
"770","33431cfa-e9ed-404d-8580-1072b0deab6f","0","34","","0","0","0","NEW05A,PF_A:A","0","0","NEW05A,PF_A_STATUS:S","0","0","NEW05A,PRI_PF_A:A","0","0","NEW05A,CHK_PF_A:A","0","0","","0","0","","0","0","","0","0",""
"771","859ae385-30e5-4015-ae5b-818b4c83c6d8","0","34","","0","0","0","NEW05A,PF_B:A","0","0","NEW05A,PF_B_STATUS:S","0","0","NEW05A,PRI_PF_B:A","0","0","NEW05A,CHK_PF_B:A","0","0","","0","0","","0","0","","0","0",""
"772","fc8182c6-b23d-4631-901a-fd045591a0c5","0","34","","0","0","0","NEW05A,PF_C:A","0","0","NEW05A,PF_C_STATUS:S","0","0","NEW05A,PRI_PF_C:A","0","0","NEW05A,CHK_PF_C:A","0","0","","0","0","","0","0","","0","0",""
"773","08501bd6-dc61-4c55-b108-a65ab6f13e0b","0","34","","0","0","0","ROC06,V_C:A","0","0","ROC06,V_C_STATUS:S","0","0","ROC06,PRI_V_C:A","0","0","ROC06,CHK_V_C:A","0","0","","0","0","","0","0","","0","0",""
"774","9b3fa3ff-ad28-4210-897c-a304e71c10d5","0","34","","0","0","0","NEW05A,FREQUENCY:A","0","0","NEW05A,FREQUENCY_STATUS:S","0","0","NEW05A,PRI_FREQUENCY:A","0","0","NEW05A,CHK_FREQUENCY:A","0","0","","0","0","","0","0","","0","0",""
"775","87c7392f-992d-4102-9611-03d5198bf461","0","34","","0","0","0","NEW05B,KW_COMP:A","0","0","NEW05B,KW_COMP_STATUS:S","0","0","NEW05B,PRI_KW_COMP:A","0","0","NEW05B,CHK_KW_COMP:A","0","0","NEW05B,KW_COMP_ESTIMATE:A","0","0","","0","0","","0","0",""
"776","161e29c2-94e0-4ff1-ae75-b620d17d8b8a","0","34","","0","0","0","NEW05B,KW:A","0","0","NEW05B,KW_STATUS:S","0","0","NEW05B,PRI_KW:A","0","0","NEW05B,CHK_KW:A","0","0","","0","0","","0","0","","0","0",""
"777","2b1bce1e-6e93-4121-9002-234171d08aee","0","34","","0","0","0","NEW05B,KW_A:A","0","0","NEW05B,KW_A_STATUS:S","0","0","NEW05B,PRI_KW_A:A","0","0","NEW05B,CHK_KW_A:A","0","0","","0","0","","0","0","","0","0",""
"778","72bc4b21-25ab-478b-bbcc-572304263da8","0","","KVAR_PF_PERPHASE","1","0","0","EAS06,PRI_KW_B:A","0","0","EAS06,PRI_V_B:A","0","0","EAS06,PRI_A_B:A","0","0","","0","0","EAS06,PRI_PF_B:A","0","0","EAS06,PRI_KVAR_B:A","0","0","","0","0",""
"779","231fa9ec-56c5-4bd2-95fa-9788a3649f1b","0","34","","0","0","0","NEW05B,KW_B:A","0","0","NEW05B,KW_B_STATUS:S","0","0","NEW05B,PRI_KW_B:A","0","0","NEW05B,CHK_KW_B:A","0","0","","0","0","","0","0","","0","0",""
"780","0513966b-b623-4985-8891-c867068f24a8","0","34","","0","0","0","UNI06,PF:A","0","0","UNI06,PF_STATUS:S","0","0","UNI06,PRI_PF:A","0","0","UNI06,CHK_PF:A","0","0","","0","0","","0","0","","0","0",""
"781","43ed8ef2-03f0-42a3-9d39-e80679213e7d","0","34","","0","0","0","NEW05B,KW_C:A","0","0","NEW05B,KW_C_STATUS:S","0","0","NEW05B,PRI_KW_C:A","0","0","NEW05B,CHK_KW_C:A","0","0","","0","0","","0","0","","0","0",""
"782","fc8182f2-df31-4e46-9e00-ce89363653b7","0","34","","0","0","0","NEW05B,KVAR:A","0","0","NEW05B,KVAR_STATUS:S","0","0","NEW05B,PRI_KVAR:A","0","0","NEW05B,CHK_KVAR:A","0","0","","0","0","","0","0","","0","0",""
"783","8ddfa793-e95e-4697-bf8e-42d36342292b","0","34","","0","0","0","NEW05B,KVAR_COMP:A","0","0","NEW05B,KVAR_COMP_STATUS:S","0","0","NEW05B,PRI_KVAR_COMP:A","0","0","NEW05B,CHK_KVAR_COMP:A","0","0","","0","0","","0","0","","0","0",""
"784","f637fbae-9bd7-4f2a-b0de-79422b8246a3","0","34","","0","0","0","NEW05B,KVAR_A:A","0","0","NEW05B,KVAR_A_STATUS:S","0","0","NEW05B,PRI_KVAR_A:A","0","0","NEW05B,CHK_KVAR_A:A","0","0","","0","0","","0","0","","0","0",""
"785","fb20a1df-f4b8-4bd1-9c9e-85b7509e1990","0","45","","0","0","0","SYS$,PMPA_MW_COMP:A","0","0","SYS$,PMPA_CURRHRAVG_MW_COMP:A","0","0","SYS$,PMPA_LASTHRAVG_MW_COMP:A","1","60","","0","0","","0","0","","0","0","","0","0",""
"786","42eba4a7-11e4-4f8b-80cf-7237d5e4af2c","0","34","","0","0","0","NEW05B,KVAR_B:A","0","0","NEW05B,KVAR_B_STATUS:S","0","0","NEW05B,PRI_KVAR_B:A","0","0","NEW05B,CHK_KVAR_B:A","0","0","","0","0","","0","0","","0","0",""
"787","a65a061c-3629-4438-bc3e-bce96a001db7","0","34","","0","0","0","NEW05B,KVAR_C:A","0","0","NEW05B,KVAR_C_STATUS:S","0","0","NEW05B,PRI_KVAR_C:A","0","0","NEW05B,CHK_KVAR_C:A","0","0","","0","0","","0","0","","0","0",""
"788","6089891a-d263-41f0-8472-9282e81e6d55","0","34","","0","0","0","NEW05B,V:A","0","0","NEW05B,V_STATUS:S","0","0","NEW05B,PRI_V:A","0","0","NEW05B,CHK_V:A","0","0","","0","0","","0","0","","0","0",""
"789","f411b5a5-207b-45e8-8531-d11c992c9221","0","","KVAR_PF_PERPHASE","1","0","0","EAS06,CHK_KW_B:A","0","0","EAS06,CHK_V_B:A","0","0","EAS06,CHK_A_B:A","0","0","","0","0","EAS06,CHK_PF_B:A","0","0","EAS06,CHK_KVAR_B:A","0","0","","0","0",""
"790","8b08cd08-1638-4e2c-9f72-8f8cc489f4ab","0","34","","0","0","0","NEW05B,V_A:A","0","0","NEW05B,V_A_STATUS:S","0","0","NEW05B,PRI_V_A:A","0","0","NEW05B,CHK_V_A:A","0","0","","0","0","","0","0","","0","0",""
"791","d179bb7a-0e5c-4307-ab64-421640bceef7","0","34","","0","0","0","NEW05B,V_B:A","0","0","NEW05B,V_B_STATUS:S","0","0","NEW05B,PRI_V_B:A","0","0","NEW05B,CHK_V_B:A","0","0","","0","0","","0","0","","0","0",""
"792","4bc34c6d-d882-4650-9823-beb22013b502","0","34","","0","0","0","NEW05B,V_C:A","0","0","NEW05B,V_C_STATUS:S","0","0","NEW05B,PRI_V_C:A","0","0","NEW05B,CHK_V_C:A","0","0","","0","0","","0","0","","0","0",""
"793","3f62e8f1-2cbd-4ba8-a58d-87bbbbda5124","0","34","","0","0","0","UNI06,PF_A:A","0","0","UNI06,PF_A_STATUS:S","0","0","UNI06,PRI_PF_A:A","0","0","UNI06,CHK_PF_A:A","0","0","","0","0","","0","0","","0","0",""
"794","85bf5654-bf34-4069-a78d-51f154f6544f","0","34","","0","0","0","NEW05B,A:A","0","0","NEW05B,A_STATUS:S","0","0","NEW05B,PRI_A:A","0","0","NEW05B,CHK_A:A","0","0","","0","0","","0","0","","0","0",""
"795","304019b3-f917-45f7-9e43-7dc3353948c4","0","34","","0","0","0","NEW05B,A_A:A","0","0","NEW05B,A_A_STATUS:S","0","0","NEW05B,PRI_A_A:A","0","0","NEW05B,CHK_A_A:A","0","0","","0","0","","0","0","","0","0",""
"796","d270cf2a-7ad4-441b-9a18-c9ca8f19c225","0","34","","0","0","0","NEW05B,A_B:A","0","0","NEW05B,A_B_STATUS:S","0","0","NEW05B,PRI_A_B:A","0","0","NEW05B,CHK_A_B:A","0","0","","0","0","","0","0","","0","0",""
"797","5a448693-eed3-4809-8a04-50d08a672a88","0","34","","0","0","0","ROC06,A:A","0","0","ROC06,A_STATUS:S","0","0","ROC06,PRI_A:A","0","0","ROC06,CHK_A:A","0","0","","0","0","","0","0","","0","0",""
"798","a114a784-eb12-4c3e-aaca-78f613348773","0","34","","0","0","0","NEW05B,A_C:A","0","0","NEW05B,A_C_STATUS:S","0","0","NEW05B,PRI_A_C:A","0","0","NEW05B,CHK_A_C:A","0","0","","0","0","","0","0","","0","0",""
"799","9f27709f-c2f5-422f-bb5a-658ba0e0e83c","0","34","","0","0","0","NEW05B,A_N:A","0","0","NEW05B,A_N_STATUS:S","0","0","NEW05B,PRI_A_N:A","0","0","NEW05B,CHK_A_N:A","0","0","","0","0","","0","0","","0","0",""
"800","c4ad9cd1-c1e4-4439-8dfe-284eb4c25d41","0","","KVAR_PF_PERPHASE","1","0","0","EAS06,PRI_KW_C:A","0","0","EAS06,PRI_V_C:A","0","0","EAS06,PRI_A_C:A","0","0","","0","0","EAS06,PRI_PF_C:A","0","0","EAS06,PRI_KVAR_C:A","0","0","","0","0",""
"801","9d0063aa-a857-4afe-a998-599c057f09e7","0","31","","0","0","0","NEW05B,PRI_KW_COMP:A","0","0","NEW05B,PRI_V:A","0","0","NEW05B,PRI_KVAR_COMP:A","0","0","","0","0","NEW05B,PRI_PF:A","0","0","","0","0","","0","0",""
"802","3b6dd500-3334-463e-90ec-2e30a9ebef95","0","31","","0","0","0","NEW05B,CHK_KW_COMP:A","0","0","NEW05B,CHK_V:A","0","0","NEW05B,CHK_KVAR_COMP:A","0","0","","0","0","NEW05B,CHK_PF:A","0","0","","0","0","","0","0",""
"803","667dba88-1427-406b-97d7-060b5601e019","0","34","","0","0","0","NEW05B,PF:A","0","0","NEW05B,PF_STATUS:S","0","0","NEW05B,PRI_PF:A","0","0","NEW05B,CHK_PF:A","0","0","","0","0","","0","0","","0","0",""
"804","b38b7b12-e1b7-4ba1-93ed-1ec2c4bfa191","0","3","","0","0","0","NEW05B,PF_100:A","0","0","NEW05B,PF:A","1","100","","0","0","","0","0","","0","0","","0","0","","0","0",""
"805","caf7f5d6-237a-47a9-8e85-eacf5a62bec1","0","3","","0","0","0","NEW06A,PF_100:A","0","0","NEW06A,PF:A","1","100","","0","0","","0","0","NEW06B,PF_100:A","0","0","NEW06B,PF:A","1","100","","0","0",""
"806","3a8ce82a-ef83-4628-bbd0-3bbbcc6bbc2e","0","34","","0","0","0","NEW05B,PF_A:A","0","0","NEW05B,PF_A_STATUS:S","0","0","NEW05B,PRI_PF_A:A","0","0","NEW05B,CHK_PF_A:A","0","0","","0","0","","0","0","","0","0",""
"807","0ca33d1b-1142-4846-b61e-942afdd89aa0","0","34","","0","0","0","UNI06,PF_B:A","0","0","UNI06,PF_B_STATUS:S","0","0","UNI06,PRI_PF_B:A","0","0","UNI06,CHK_PF_B:A","0","0","","0","0","","0","0","","0","0",""
"808","81a10e60-9c37-4c42-9676-d8b253818592","0","34","","0","0","0","NEW05B,PF_B:A","0","0","NEW05B,PF_B_STATUS:S","0","0","NEW05B,PRI_PF_B:A","0","0","NEW05B,CHK_PF_B:A","0","0","","0","0","","0","0","","0","0",""
"809","d0eeb128-6d0e-4623-9447-87dcae6a1bbf","0","34","","0","0","0","ROC06,A_A:A","0","0","ROC06,A_A_STATUS:S","0","0","ROC06,PRI_A_A:A","0","0","ROC06,CHK_A_A:A","0","0","","0","0","","0","0","","0","0",""
"810","195048e1-ffaa-40f6-a881-714a8520c644","0","34","","0","0","0","NEW05B,PF_C:A","0","0","NEW05B,PF_C_STATUS:S","0","0","NEW05B,PRI_PF_C:A","0","0","NEW05B,CHK_PF_C:A","0","0","","0","0","","0","0","","0","0",""
"811","9c702ee0-66b4-4f64-b094-3f510a0aab26","0","","KVAR_PF_PERPHASE","1","0","0","EAS06,CHK_KW_C:A","0","0","EAS06,CHK_V_C:A","0","0","EAS06,CHK_A_C:A","0","0","","0","0","EAS06,CHK_PF_C:A","0","0","EAS06,CHK_KVAR_C:A","0","0","","0","0",""
"812","dd9ad168-bfec-4153-86f6-7dfce2ff806d","0","34","","0","0","0","NEW05B,FREQUENCY:A","0","0","NEW05B,FREQUENCY_STATUS:S","0","0","NEW05B,PRI_FREQUENCY:A","0","0","NEW05B,CHK_FREQUENCY:A","0","0","","0","0","","0","0","","0","0",""
"813","74fba075-a5dd-42cb-9efd-010b84327fc0","0","34","","0","0","0","ROC10,KW_COMP:A","0","0","ROC10,KW_COMP_STATUS:S","0","0","ROC10,PRI_KW_COMP:A","0","0","ROC10,CHK_KW_COMP:A","0","0","ROC10,KW_COMP_ESTIMATE:A","0","0","","0","0","","0","0",""
"814","b6c12a83-67d1-4110-b37c-0bc299a99b09","0","34","","0","0","0","ROC10,KW_A:A","0","0","ROC10,KW_A_STATUS:S","0","0","ROC10,PRI_KW_A:A","0","0","ROC10,CHK_KW_A:A","0","0","","0","0","","0","0","","0","0",""
"815","38c711c5-bff9-4d71-a9c7-8831665c04e2","0","34","","0","0","0","ROC10,KW_B:A","0","0","ROC10,KW_B_STATUS:S","0","0","ROC10,PRI_KW_B:A","0","0","ROC10,CHK_KW_B:A","0","0","","0","0","","0","0","","0","0",""
"816","7362904b-fe10-411d-a91e-71c78f391973","0","34","","0","0","0","ROC10,KW_C:A","0","0","ROC10,KW_C_STATUS:S","0","0","ROC10,PRI_KW_C:A","0","0","ROC10,CHK_KW_C:A","0","0","","0","0","","0","0","","0","0",""
"817","e89043ac-2d7d-4238-a8a7-87810ddd830f","0","34","","0","0","0","ROC10,KVAR:A","0","0","ROC10,KVAR_STATUS:S","0","0","ROC10,PRI_KVAR:A","0","0","ROC10,CHK_KVAR:A","0","0","","0","0","","0","0","","0","0",""
"818","5ac27738-219f-4c8d-8c91-20ca2d347e40","0","34","","0","0","0","ROC10,KVAR_A:A","0","0","ROC10,KVAR_A_STATUS:S","0","0","ROC10,PRI_KVAR_A:A","0","0","ROC10,CHK_KVAR_A:A","0","0","","0","0","","0","0","","0","0",""
"819","7804c870-bcd5-4426-bad4-8b8be05ec3ba","0","34","","0","0","0","ROC10,KVAR_B:A","0","0","ROC10,KVAR_B_STATUS:S","0","0","ROC10,PRI_KVAR_B:A","0","0","ROC10,CHK_KVAR_B:A","0","0","","0","0","","0","0","","0","0",""
"820","88aaffbd-e4d7-4d8c-abc9-753c706c3f51","0","34","","0","0","0","UNI06,PF_C:A","0","0","UNI06,PF_C_STATUS:S","0","0","UNI06,PRI_PF_C:A","0","0","UNI06,CHK_PF_C:A","0","0","","0","0","","0","0","","0","0",""
"821","ac80f99e-fa7e-4150-b8d9-9ecfe2e8375e","0","34","","0","0","0","ROC06,A_B:A","0","0","ROC06,A_B_STATUS:S","0","0","ROC06,PRI_A_B:A","0","0","ROC06,CHK_A_B:A","0","0","","0","0","","0","0","","0","0",""
"822","e5780303-cdc4-45f6-bab6-33cf37d3d5a2","0","34","","0","0","0","ROC10,KVAR_C:A","0","0","ROC10,KVAR_C_STATUS:S","0","0","ROC10,PRI_KVAR_C:A","0","0","ROC10,CHK_KVAR_C:A","0","0","","0","0","","0","0","","0","0",""
"823","0e74357d-75e4-40cc-b425-3369303f40aa","0","34","","0","0","0","ROC10,V:A","0","0","ROC10,V_STATUS:S","0","0","ROC10,PRI_V:A","0","0","ROC10,CHK_V:A","0","0","","0","0","","0","0","","0","0",""
"824","da16f50a-d84b-4f32-b47f-ec744b81f3c3","0","34","","0","0","0","ROC10,V_A:A","0","0","ROC10,V_A_STATUS:S","0","0","ROC10,PRI_V_A:A","0","0","ROC10,CHK_V_A:A","0","0","","0","0","","0","0","","0","0",""
"825","377876e7-e6f0-4fcb-a185-0aba1aa4e9cf","0","34","","0","0","0","ROC10,V_B:A","0","0","ROC10,V_B_STATUS:S","0","0","ROC10,PRI_V_B:A","0","0","ROC10,CHK_V_B:A","0","0","","0","0","","0","0","","0","0",""
"826","3a409b46-bf42-4244-9cf3-243649298048","0","34","","0","0","0","ROC10,V_C:A","0","0","ROC10,V_C_STATUS:S","0","0","ROC10,PRI_V_C:A","0","0","ROC10,CHK_V_C:A","0","0","","0","0","","0","0","","0","0",""
"827","25cc069f-a26c-4233-b8df-3a676ff2fe21","0","34","","0","0","0","ROC10,A:A","0","0","ROC10,A_STATUS:S","0","0","ROC10,PRI_A:A","0","0","ROC10,CHK_A:A","0","0","","0","0","","0","0","","0","0",""
"828","e3bf8a7a-1eaa-4dcf-97e8-442051d5ea68","0","34","","0","0","0","ROC10,A_A:A","0","0","ROC10,A_A_STATUS:S","0","0","ROC10,PRI_A_A:A","0","0","ROC10,CHK_A_A:A","0","0","","0","0","","0","0","","0","0",""
"829","dc2bf93f-09cb-4231-984f-020a200423fc","0","34","","0","0","0","ROC10,A_B:A","0","0","ROC10,A_B_STATUS:S","0","0","ROC10,PRI_A_B:A","0","0","ROC10,CHK_A_B:A","0","0","","0","0","","0","0","","0","0",""
"830","bb5dabf8-7b7b-4675-a12f-e26780713b71","0","34","","0","0","0","ROC10,A_C:A","0","0","ROC10,A_C_STATUS:S","0","0","ROC10,PRI_A_C:A","0","0","ROC10,CHK_A_C:A","0","0","","0","0","","0","0","","0","0",""
"831","bd4f641c-6bec-4a1c-b3dc-fb24787092af","0","34","","0","0","0","ROC10,A_N:A","0","0","ROC10,A_N_STATUS:S","0","0","ROC10,PRI_A_N:A","0","0","ROC10,CHK_A_N:A","0","0","","0","0","","0","0","","0","0",""
"832","4e4e7c57-cd32-4a3a-9b75-a387942d551d","0","34","","0","0","0","ROC06,A_C:A","0","0","ROC06,A_C_STATUS:S","0","0","ROC06,PRI_A_C:A","0","0","ROC06,CHK_A_C:A","0","0","","0","0","","0","0","","0","0",""
"833","fe230711-1d72-4782-b904-2e587572f2d0","0","34","","0","0","0","UNI06,FREQUENCY:A","0","0","UNI06,FREQUENCY_STATUS:S","0","0","UNI06,PRI_FREQUENCY:A","0","0","UNI06,CHK_FREQUENCY:A","0","0","","0","0","","0","0","","0","0",""
"834","57dde2c9-5e73-4b6e-a3ed-cffa776777c3","0","34","","0","0","0","ROC10,FREQUENCY:A","0","0","ROC10,FREQUENCY_STATUS:S","0","0","ROC10,PRI_FREQUENCY:A","0","0","ROC10,CHK_FREQUENCY:A","0","0","","0","0","","0","0","","0","0",""
"835","8c3a3a57-f205-4b56-b7fb-fa13f1a623ce","0","34","","0","0","0","ROC10,PF:A","0","0","ROC10,PF_STATUS:S","0","0","ROC10,PRI_PF:A","0","0","ROC10,CHK_PF:A","0","0","","0","0","","0","0","","0","0",""
"836","20d88b74-f161-43ab-be48-65ffecb56d34","0","34","","0","0","0","ROC10,PF_A:A","0","0","ROC10,PF_A_STATUS:S","0","0","ROC10,PRI_PF_A:A","0","0","ROC10,CHK_PF_A:A","0","0","","0","0","","0","0","","0","0",""
"837","38bacf1e-233f-4f3f-b062-52005ca0d91e","0","34","","0","0","0","ROC10,PF_B:A","0","0","ROC10,PF_B_STATUS:S","0","0","ROC10,PRI_PF_B:A","0","0","ROC10,CHK_PF_B:A","0","0","","0","0","","0","0","","0","0",""
"838","afd09e13-9951-4af4-9579-2be29ec38c2d","0","34","","0","0","0","ROC10,PF_C:A","0","0","ROC10,PF_C_STATUS:S","0","0","ROC10,PRI_PF_C:A","0","0","ROC10,CHK_PF_C:A","0","0","","0","0","","0","0","","0","0",""
"839","0080dced-97d3-4b5c-9342-16c254ab08aa","0","34","","0","0","0","ROC10,KVAR_COMP:A","0","0","ROC10,KVAR_COMP_STATUS:S","0","0","ROC10,PRI_KVAR_COMP:A","0","0","ROC10,CHK_KVAR_COMP:A","0","0","","0","0","","0","0","","0","0",""
"840","729f0415-b73b-4ee4-a7f4-9606dfb9657b","0","34","","0","0","0","ROC10,KW:A","0","0","ROC10,KW_STATUS:S","0","0","ROC10,PRI_KW:A","0","0","ROC10,CHK_KW:A","0","0","","0","0","","0","0","","0","0",""
"841","e4bbcf29-d48e-4c5f-8f98-5b993d1ae1bd","0","34","","0","0","0","ROC11,KW_COMP:A","0","0","ROC11,KW_COMP_STATUS:S","0","0","ROC11,PRI_KW_COMP:A","0","0","ROC11,CHK_KW_COMP:A","0","0","ROC11,KW_COMP_ESTIMATE:A","0","0","","0","0","","0","0",""
"842","d73e63e3-b081-4e3e-a3df-4ce931402bae","0","1","","0","0","0","SYS$,GRE_TOTAL_KVAR:A","0","0","DUKE,MCGUIRE2_NET_OUTPUT_ADJ:A","0","0","NEW02,PRI_KVAR_B:A","0","0","NEW02,PRI_PF_A:A","0","0","NEW02,PRI_PF_C:A","0","0","ABB01,CHK_FREQUENCY:A","0","0","WES01,PRI_TOTAL_MSG_RCV:A","0","0",""
"843","67f2fa76-3a34-4fde-8a7c-895d978ddb71","0","34","","0","0","0","ROC11,KW_A:A","0","0","ROC11,KW_A_STATUS:S","0","0","ROC11,PRI_KW_A:A","0","0","ROC11,CHK_KW_A:A","0","0","","0","0","","0","0","","0","0",""
"844","a37f0442-7a2a-4f41-aa89-33532c994c66","0","34","","0","0","0","ROC06,A_N:A","0","0","ROC06,A_N_STATUS:S","0","0","ROC06,PRI_A_N:A","0","0","ROC06,CHK_A_N:A","0","0","","0","0","","0","0","","0","0",""
"845","ad85369a-87d5-4a66-b505-05a71fbd5375","0","34","","0","0","0","ROC11,KW_B:A","0","0","ROC11,KW_B_STATUS:S","0","0","ROC11,PRI_KW_B:A","0","0","ROC11,CHK_KW_B:A","0","0","","0","0","","0","0","","0","0",""
"846","2c742d80-e1bc-4a81-87b6-49a0f98aa48a","0","34","","0","0","0","UNI06,KW:A","0","0","UNI06,KW_STATUS:S","0","0","UNI06,PRI_KW:A","0","0","UNI06,CHK_KW:A","0","0","","0","0","","0","0","","0","0",""
